circuit,qubits,init_size,sift_size,sift_time_ms,sift_ex,lb_size,lb_time_ms,lb_ex,iglb_size,iglb_time_ms,iglb_ex
apex4_202,28,2775,2092,5693.89,5601,2335,1164.51,908,2284,1086.49,996
